1507069502	LTC	USD	Bittrex	51.58500024	11599.1165789
1507069502	LTC	USD	C-Cex	54.00000000	83.31130596
1507069502	LTC	USD	Exmo	51.52000000	2939.69518463
1507069502	LTC	USD	Hitbtc	51.83300000	106351.2
1507069502	LTC	USD	Kraken	51.80000000	28084.0925406
1507069502	LTC	USD	Livecoin	52.33000000	1847.71599132
1507069502	LTC	USD	Nix-e	90.00000000	22.05
1507069502	LTC	USD	YoBit	53.13392916	178.13871503
1507069561	LTC	USD	Bittrex	51.58500024	11599.1165789
1507069561	LTC	USD	C-Cex	54.00000000	83.31130596
1507069561	LTC	USD	Exmo	51.52000000	2939.5655214
1507069561	LTC	USD	Hitbtc	51.92200000	106343.2
1507069561	LTC	USD	Kraken	51.80000000	28084.0925406
1507069561	LTC	USD	Livecoin	52.33000000	1847.71599132
1507069561	LTC	USD	Nix-e	90.00000000	22.05
1507069561	LTC	USD	YoBit	53.13392916	178.13871503
1507071722	LTC	USD	Bittrex	52.10000000	11572.1072582
1507071722	LTC	USD	C-Cex	54.00000000	83.01337793
1507071722	LTC	USD	Exmo	51.76200000	2958.71981858
1507071722	LTC	USD	Hitbtc	51.66400000	105771.5
1507071722	LTC	USD	Kraken	52.10000000	28067.5175325
1507071722	LTC	USD	Livecoin	52.66704000	1852.16845132
1507071722	LTC	USD	Nix-e	90.00000000	22.05
1507071722	LTC	USD	YoBit	53.11936390	178.12268438
1507071782	LTC	USD	Bittrex	52.21941825	11572.1172582
1507071782	LTC	USD	C-Cex	54.00000000	83.01337793
1507071782	LTC	USD	Exmo	51.76200000	2958.27981858
1507071782	LTC	USD	Hitbtc	51.64700000	105708.7
1507071782	LTC	USD	Kraken	52.10000000	28067.5175325
1507071782	LTC	USD	Livecoin	52.26100000	1860.74195132
1507071782	LTC	USD	Nix-e	90.00000000	22.05
1507071782	LTC	USD	YoBit	53.11936390	178.12268438
1507071782	LTC	USD	Bittrex	52.21941825	11572.1172582
1507071782	LTC	USD	C-Cex	54.00000000	83.01337793
1507071782	LTC	USD	Exmo	51.76200000	2958.27981858
1507071782	LTC	USD	Hitbtc	51.64700000	105708.7
1507071782	LTC	USD	Kraken	52.10000000	28067.5175325
1507071782	LTC	USD	Livecoin	52.26100000	1860.74195132
1507071782	LTC	USD	Nix-e	90.00000000	22.05
1507071782	LTC	USD	YoBit	53.11936390	178.12268438
1507073522	LTC	USD	Bittrex	52.21941834	11565.0000501
1507073522	LTC	USD	C-Cex	54.00000000	83.01337793
1507073522	LTC	USD	Exmo	51.50030000	2953.9012649
1507073522	LTC	USD	Hitbtc	51.82900000	105555.2
1507073522	LTC	USD	Kraken	52.06000000	27973.620605
1507073522	LTC	USD	Livecoin	51.79034000	1867.57560619
1507073522	LTC	USD	Nix-e	90.00000000	22.05
1507073522	LTC	USD	YoBit	53.11936390	175.77159705
1507077542	LTC	USD	Bittrex	51.98000000	11507.1122228
1507077542	LTC	USD	C-Cex	54.00000000	80.13130596
1507077542	LTC	USD	Exmo	51.60400000	2957.87589247
1507077542	LTC	USD	Hitbtc	51.75800000	105583.2
1507077542	LTC	USD	Kraken	52.03000000	27689.1206229
1507077542	LTC	USD	Livecoin	52.13135000	1862.55322619
1507077542	LTC	USD	Nix-e	90.00000000	22.05
1507077542	LTC	USD	YoBit	53.28085230	175.88415217
